,Reference Code,Solution Name (Eng),Cosine Similarity,Business Reference Code
6726,S-0205,Centrak Quarantine Management Solution,0.5636042356491089,N-0047
6727,S-0084,NFC Product Authentication,0.5631625652313232,N-0047
6728,S-0039,iQ-Dwell Time Management System,0.5623721480369568,N-0047
6729,S-0155,Stella Enterprise Chatbot Builder,0.5606247782707214,N-0047
6730,S-0066,Smart Water Management,0.5577919483184814,N-0047
6731,S-0232,"""Smart"" Car Park Management System",0.5574554204940796,N-0047
6732,S-0093,DataOS System,0.5570316314697266,N-0047
6733,S-0016,Cyclops -- Smart City & unmanned store solution,0.5566334724426271,N-0047
6734,S-0051,Insight Driven Organization (IDO),0.5559268593788147,N-0047
6735,S-0190,Una Interactive Training Platform,0.5554531812667847,N-0047
6736,S-0156,Neo,0.5551173686981201,N-0047
6737,S-0167,IXIA ThreatARMOR,0.5520787835121155,N-0047
6738,S-0082,A.I. Contact Center and User Engagement Solution,0.549341082572937,N-0047
6739,S-0028,ShipAny - First Smart Logistics Gateway for HK Domestic Logistics Service,0.5482427477836609,N-0047
6740,S-0053,Real-Time Origin-Destination Analysis Tool (RODAT）,0.5456024408340454,N-0047
6741,S-0064,Smart Education(Class VR),0.5448984503746033,N-0047
6742,S-0157,NLP-powered Chatbot by Xiaomi,0.5426953434944153,N-0047
6743,S-0215,Self Check-in system for self-quarantined personal,0.5403547286987305,N-0047
6744,S-0136,Document Authentication,0.5394323468208313,N-0047
6745,S-0173,Go VR Immersive - Hololens 2 Mixed Reality Solution,0.5382860898971558,N-0047
6746,S-0109,Face Recognition Door Access System,0.5378308892250061,N-0047
6747,S-0166,IXIA BREAKINGPOINT,0.536981463432312,N-0047
6748,S-0174,VR Training & Education System,0.5368131995201111,N-0047
6749,S-0062,Parkingbnb,0.5346027612686157,N-0047
6750,S-0172,Earthy,0.5340162515640259,N-0047
6751,S-0267,Smart Fever Screening System,0.5335205793380737,N-0047
6752,S-0124,Enterprise Intelligent Assistant,0.5317760705947876,N-0047
6753,S-0097,Smart Home e-Health Monitoring and Care System,0.5298904776573181,N-0047
6754,S-0209,Control-M (BMC Software),0.5296221375465393,N-0047
6755,S-0176,Epidemic prevention and control management system,0.5271068811416626,N-0047
6756,S-0188,Data Vaccinator,0.5265290737152101,N-0047
6757,S-0145,Arcserve® Appliance Series,0.5236480236053467,N-0047
6758,S-0265,Business Process Management Platform,0.5194815993309021,N-0047
6759,S-0246,Remo Video Conferencing,0.5161670446395874,N-0047
6760,S-0056,Advanced Contextual Analytic Solution for public enquiries,0.5153475403785706,N-0047
6761,S-0179,"""TeleVoice""  AI Robot Solution for DHS (Demographic and Health Surveys)",0.5147651433944702,N-0047
6762,S-0252,Critical Event Management,0.5139678716659546,N-0047
6763,S-0139,imVision,0.5123391151428223,N-0047
6764,S-0060,FROM Network Audit Programs,0.5118353962898254,N-0047
6765,S-0116,Smart Parking Solution,0.5113031864166261,N-0047
6766,S-0222,Agorize Innovation Sourcing Platform,0.5112668871879578,N-0047
6767,S-0288,Mixed language Chatbot system with AI and voice functions,0.5109918117523193,N-0047
6768,S-0137,Splunk,0.5109220147132874,N-0047
6769,S-0146,Promon Shield - Application Protection and Security for IoT & Connected Devices,0.5093664526939392,N-0047
6770,S-0126,Self Service Business Intelligence,0.5086632370948792,N-0047
6771,S-0300,Smart Guiding Robot,0.5037367343902588,N-0047
6772,S-0110,People Counting System (PCS),0.5030720829963684,N-0047
6773,S-0228,eClass Corporate Learning Management System (LMS),0.5027264952659607,N-0047
6774,S-0221,AI and IT enhanced learning platform,0.5025363564491272,N-0047
6775,S-0189,COVID19 Community Prevention Software System,0.5023090839385986,N-0047
6776,S-0226,"Sky Drone - Autonomous Drone Solution (""Drone-in-a-Box"")",0.5019809603691101,N-0047
6777,S-0012,"Monitoring and Early Warning System for Holding Concentration, Insider Trading, Short-selling and Stock Price Manipulation",0.4992672801017761,N-0047
6778,S-0272,Hybrid/ E Bus/ Mini Bus and Ferry Boat,0.498243898153305,N-0047
6779,S-0193,Dahua Body Temp Measurement Solution,0.4883832335472107,N-0047
6780,S-0050,Deloitte ASSIST,0.485730767250061,N-0047
6781,S-0287,Siemens Mobility (e-)bike sharing powered by AI,0.485332578420639,N-0047
6782,S-0202,One card e-payment solution for GBA(Guangdong-hong kong-Macao Greater Bay area),0.4814625084400177,N-0047
6783,S-0041,A.I. and speech solutions by Nexify and iFLYTEK,0.4794665277004242,N-0047
6784,S-0271,Server Data Analysis Service (User & Data),0.4782520234584808,N-0047
6785,S-0207,Pandemic Management System,0.47608590126037603,N-0047
6786,S-0164,Relate App,0.4749411344528198,N-0047
6787,S-0178,Motor Insurance DLT Authentication System - MIDAS,0.4734743535518646,N-0047
6788,S-0036,Intelligent Traffic Monitoring,0.4733840823173523,N-0047
6789,S-0015,3D Face Re-identification,0.47059988975524897,N-0047
6790,S-0245,Locobike：Automatic Bicycle Rental System,0.4664218127727509,N-0047
6791,S-0058,IoT Cybersecurity Testing and Certification Program,0.46404153108596796,N-0047
6792,S-0086,Micro-Chip 2.0 for pets,0.450429916381836,N-0047
6793,S-0218,Chief,0.4255971908569336,N-0047
6794,S-0026,Knowledge Management Solution (KM Power),0.425578236579895,N-0047
6795,S-0230,STEMHUB Education Platform,0.4229438602924347,N-0047
6796,S-0251,Self Service Bike Rental Solution,0.4167371392250061,N-0047
6797,S-0090,Smart Employee Learning Management,0.4159093499183655,N-0047
6798,S-0248,OFS Website Tracking System,0.41293826699256897,N-0047
6799,S-0027,Big Data Enabler Service (project based),0.4057301878929138,N-0047
6800,S-0227,Intelligent liquid crystal dimming film,0.8480315208435059,N-0048
6801,S-0159,Integrated Smart Film Solutions,0.8442584276199341,N-0048
6802,S-0158,Switchable Glass / Film,0.8190113306045532,N-0048
6803,S-0067,AR Smart Glass Assisted for equipment training and O&M,0.8048112988471985,N-0048
6804,S-0001,PixelEye Object Detection,0.7729150652885437,N-0048
6805,S-0177,MAD Gaze Smart Glass,0.7596449255943298,N-0048
6806,S-0004,Euclideon Vault - Smart City IOT 3D visualization,0.7567516565322876,N-0048
6807,S-0254,FormExtractor,0.7513660192489624,N-0048
6808,S-0031,PowerArena - Smart City Operations Platform,0.7492109537124634,N-0048
6809,S-0010,Precise Facility Crowd Analysis,0.7429025173187256,N-0048
6810,S-0125,"BIM, BMS and IoT Integration",0.7427495718002319,N-0048
6811,S-0214,ACX Visitor Management System,0.7417057752609253,N-0048
6812,S-0220,3D Spatial Intelligence Platform for flow and traffic managements,0.7400415539741516,N-0048
6813,S-0038,Hybrid Reality Platform,0.7376081347465515,N-0048
6814,S-0009,Precise And Responsive Indoor Location Tracking,0.7306920289993286,N-0048
6815,S-0243,LiDAR Road Monitoring Solutions based on Deep Learning Technology,0.7291182279586792,N-0048
6816,S-0073,Enlighted Multi-Features Micro IoT Sensors Solution,0.7277329564094543,N-0048
6817,S-0061,A.I. and Mixed Reality Solution,0.7271280288696289,N-0048
6818,S-0171,Augmented Reality (AR) model,0.7247494459152222,N-0048
6819,S-0160,Smart glass,0.7244390845298767,N-0048
6820,S-0046,SAP Digital Boardroom,0.7235022783279419,N-0048
6821,S-0100,Super Massive 3D Model Data Expert,0.7219218015670776,N-0048
6822,S-0005,Smart Lamp Pole and Robotic,0.7198803424835205,N-0048
6823,S-0152,Datax,0.7197068333625793,N-0048
6824,S-0122,"Smart City Solution - IoT, AI, Data Analytics Platform, Control",0.718979001045227,N-0048
6825,S-0231,AI Information push service management system,0.7182664275169373,N-0048
6826,S-0134,Smart Building - Energy Management and Optimization Solutions,0.7179072499275208,N-0048
6827,S-0003,GeoSpatial Cloud,0.7169856429100037,N-0048
6828,S-0195,SuperAcc Document Intelligence,0.7167856693267822,N-0048
6829,S-0234,Pixel Eye Vision-Based Fall Detection,0.715934157371521,N-0048
6830,S-0032,AI+IAQ Proptech: Zonal object counting by skeleton & form recognition integrated with indoor environmental control and room utilization management,0.714943528175354,N-0048
6831,S-0113,Video Analytics Solution,0.7137916088104248,N-0048
6832,S-0275,SMore-OCR,0.7134847640991211,N-0048
6833,S-0093,DataOS System,0.7130737900733948,N-0048
6834,S-0072,Digital Twin of the City (or Town),0.7125279903411865,N-0048
6835,S-0143,Cyberbit,0.711898148059845,N-0048
6836,S-0089,Smart Infrastructure Projects Planning and Execution,0.7072627544403076,N-0048
6837,S-0044,AI Escalator Safety Monitoring System,0.7054665088653564,N-0048
6838,S-0128,Iris by HKT - From Surveillance to Intelligence,0.7022156715393066,N-0048
6839,S-0006,Centimeter level precision GNSS positioning Android tablet/smartphone,0.7021797895431519,N-0048
6840,S-0119,Ziizau - Optimization of route design,0.7012860774993896,N-0048
6841,S-0246,Remo Video Conferencing,0.7010666131973267,N-0048
6842,S-0052,OpenCloud CMP,0.7009263038635254,N-0048
6843,S-0065,Smart Mobility,0.7005270719528198,N-0048
6844,S-0225,DocAnalyzer - Document Review Solution,0.7000676989555359,N-0048
6845,S-0253,Intelligent Face Mask,0.6999807357788086,N-0048
6846,S-0300,Smart Guiding Robot,0.6967394948005676,N-0048
6847,S-0099,NB IoT Sensor Solution,0.6962125301361084,N-0048
6848,S-0260,Mobile platform with handheld devices for on-site inspection and remote work duties,0.6961179971694946,N-0048
6849,S-0002,DataCube Data Intelligent Automation Solution,0.6947124600410461,N-0048
6850,S-0064,Smart Education(Class VR),0.6944773197174072,N-0048
6851,S-0016,Cyclops -- Smart City & unmanned store solution,0.6943449378013611,N-0048
6852,S-0063,UHD Multi-Channel Video Live Broadcast,0.694072425365448,N-0048
6853,S-0120,Raspect-ACE,0.6932333707809448,N-0048
6854,S-0037,4D Immersive CAVE,0.692812442779541,N-0048
6855,S-0127,Event Management technology,0.6918911933898926,N-0048
6856,S-0112,Pyxis - The Internet of Things(IoT) Solution for Construction 2.0 and Beyond,0.6918313503265381,N-0048
6857,S-0022,A smart lamp pole system with AI-enabled security system,0.6903950572013855,N-0048
6858,S-0292,Telepresence and Video Conferencing Solution,0.6896363496780396,N-0048
6859,S-0196,Personnel and Asset positioning management system,0.6884325742721558,N-0048
6860,S-0216,BMC Helix Service & Operations Management,0.6877959966659546,N-0048
6861,S-0265,Business Process Management Platform,0.6874948740005493,N-0048
6862,S-0101,​LANDRAY Office Automation (OA) system solutions,0.6871215105056763,N-0048
6863,S-0110,People Counting System (PCS),0.686414897441864,N-0048
6864,S-0034,Cloud Energy Management Platform,0.6859385371208191,N-0048
6865,S-0286,IoT Sensors and Automatic Monitoring System (AMS),0.6842786073684692,N-0048
6866,S-0085,SAP Geospatial Asset Management,0.6842708587646484,N-0048
6867,S-0049,Blockchain Solution,0.6831616163253784,N-0048
6868,S-0137,Splunk,0.6829367280006409,N-0048
6869,S-0210,AI Cloud for Smart Construction,0.6815454959869385,N-0048
6870,S-0224,OceanX Workflow,0.6798252463340759,N-0048
6871,S-0183,An Intelligent Solution for Automatic Processing and Chasing of Documents,0.6798220276832581,N-0048
6872,S-0241,Intelligent Data Platform,0.6791210770606995,N-0048
6873,S-0011,Precise Outdoor Crowd Analysis,0.6776746511459351,N-0048
6874,S-0129,Automatic ID/Travel Document Recognition and Validation - OCR Solution,0.6767174005508423,N-0048
6875,S-0066,Smart Water Management,0.6750006675720215,N-0048
6876,S-0030,IoT Building Access Control System,0.674213171005249,N-0048
6877,S-0203,Government payment scheme online application and data processing,0.6739721894264221,N-0048
6878,S-0045,SAP Big Data Solution,0.6724977493286133,N-0048
6879,S-0261,DragOnce Platform,0.6713598966598511,N-0048
6880,S-0074,AI Chiller Plant – Smart Chiller Plant Optimization using Artificial Intelligence,0.6713021993637085,N-0048
6881,S-0107,POARD Your Presentation Stage,0.6707733869552612,N-0048
6882,S-0169,Robotic Assistant,0.6702266931533813,N-0048
6883,S-0283,All-in-one Mobile Productivity Platform,0.669216513633728,N-0048
6884,S-0266,Site Audit and Inspection Recording System,0.6690306067466736,N-0048
6885,S-0259,Software Robotic Solution - iBot,0.6678594350814819,N-0048
6886,S-0262,Mobile application development,0.6666635274887085,N-0048
6887,S-0023,Payment Solution for Housing Authority and Leisure and Cultural Department,0.6666224002838135,N-0048
6888,S-0229,SonoWatermark,0.6664294004440308,N-0048
6889,S-0071,All-in-one Data Center - iDCmini System,0.6662307977676392,N-0048
6890,S-0236,Workflow automation solution,0.6657844185829163,N-0048
6891,S-0094,Digital Transformation with Low code development platform,0.6644173264503479,N-0048
6892,S-0079,"1/ AccuID, 2/ Pedestrian Analytics, 3/ Vehicle Analytics",0.6629915237426758,N-0048
6893,S-0105,Blockchain solution,0.6624156832695007,N-0048
6894,S-0033,ATAL’s Cloud-based Chiller Plant Energy Management Platform (EM-Platform),0.6615781188011169,N-0048
6895,S-0075,Altai SuperWiFi Solution,0.6614829301834106,N-0048
6896,S-0173,Go VR Immersive - Hololens 2 Mixed Reality Solution,0.6603477001190186,N-0048
6897,S-0133,PANGA - Data Infrastructure Edge Computing for Smart Cities,0.6599459052085876,N-0048
6898,S-0083,Smart Pharma Packaging,0.6587991714477539,N-0048
6899,S-0223,OceanX Share,0.6575934886932373,N-0048
6900,S-0114,Worker Insights,0.6570273637771606,N-0048
6901,S-0161,LiDAR and Optical Sensing applications for Smart City,0.6569378972053528,N-0048
6902,S-0115,All-in-one event management software,0.6560817360877991,N-0048
6903,S-0082,A.I. Contact Center and User Engagement Solution,0.6558797359466553,N-0048
6904,S-0221,AI and IT enhanced learning platform,0.6554820537567139,N-0048
6905,S-0080,OceanX Cloud-based Enterprise Content Management (ECM),0.6553266048431396,N-0048
6906,S-0087,Smart Citizen and Employee Self-Services,0.6552942395210266,N-0048
6907,S-0204,DOLPHIN Indoor Positioning Service (IPS),0.6551849246025085,N-0048
6908,S-0051,Insight Driven Organization (IDO),0.6537240147590637,N-0048
6909,S-0180,AR/ VR/ Interactive Design & Development,0.6535243988037109,N-0048
6910,S-0239,InterOps Accelerator,0.6535236835479736,N-0048
6911,S-0175,Thermal Imaging Body Temperature Measurement Solution,0.6534576416015625,N-0048
6912,S-0170,Nixplay Signage,0.6525677442550659,N-0048
6913,S-0299,Office Delivery Robot,0.6525094509124756,N-0048
6914,S-0163,Ai-Knowie,0.6523575782775879,N-0048
6915,S-0095,Create Efficient and Simplify Business Processes Using NFC,0.652044415473938,N-0048
6916,S-0250,UiPath Automation Platform,0.650689959526062,N-0048
6917,S-0103,SP-RFID Smart Asset Management System,0.6504741311073303,N-0048
6918,S-0029,"Field Services Management System using IoT, GIS and Mobile Technologies",0.6499054431915283,N-0048
6919,S-0060,FROM Network Audit Programs,0.6496468782424927,N-0048
6920,S-0055,Smart City Electric Vehicle (EV) Charging Infrastructure Solution,0.6490093469619751,N-0048
6921,S-0150,A.I. Facial Recognition Application for Event Photo Delivery,0.6487592458724976,N-0048
6922,S-0249,Robotic Process Automation with A.I. Data Capturing Capability,0.6487469673156738,N-0048
6923,S-0013,Public Event Tracking and Early Warning Analysis System,0.6467817425727844,N-0048
6924,S-0053,Real-Time Origin-Destination Analysis Tool (RODAT）,0.6467632651329039,N-0048
6925,S-0240,Multilingual Voice Assistant,0.6457654237747192,N-0048
6926,S-0233,Area monitoring solution using 3D camera with privacy-preserving,0.6441798210144043,N-0048
6927,S-0123,Complete Encryption with HSM,0.6438361406326294,N-0048
6928,S-0007,Smart Life,0.6432455778121948,N-0048
6929,S-0194,UWB Beacon RTLS Solution,0.642148494720459,N-0048
6930,S-0162,Automate the verification of electronic documents,0.6420304775238037,N-0048
6931,S-0096,Clare.AI Asian Language Chatbot Solutions,0.6407536864280701,N-0048
6932,S-0244,ServiceNow - ITSM solution,0.6405048370361328,N-0048
6933,S-0155,Stella Enterprise Chatbot Builder,0.6392858624458313,N-0048
6934,S-0255,Authgear,0.6391844749450684,N-0048
6935,S-0256,AIOps (Artificial Intelligence for IT Operations) Solution,0.6386149525642395,N-0048
6936,S-0296,BLOK Pass App for Travel Bubble,0.6375137567520142,N-0048
6937,S-0027,Big Data Enabler Service (project based),0.635827362537384,N-0048
6938,S-0019,Personalized Education System,0.6355023980140686,N-0048
6939,S-0228,eClass Corporate Learning Management System (LMS),0.6348583698272705,N-0048
6940,S-0054,TicketME Blockchain Ticketing Platform,0.6347247958183289,N-0048
6941,S-0091,Next Generation Growable Optical Networks,0.6337138414382935,N-0048
6942,S-0121,Chatbot Solution and NLP applications from ZhuiYi Technology,0.6327043175697327,N-0048
6943,S-0181,Artificial Intelligence Camera Solutions,0.6326116919517517,N-0048
6944,S-0047,Smart Taxpayer Services with Machine Learning,0.6316165328025818,N-0048
6945,S-0209,Control-M (BMC Software),0.6306459903717041,N-0048
6946,S-0230,STEMHUB Education Platform,0.6296781897544861,N-0048
6947,S-0098,ECOPLANT Solar Tracking Solar Panel System,0.6296758651733398,N-0048
6948,S-0036,Intelligent Traffic Monitoring,0.6289349794387817,N-0048
6949,S-0201,Non image base access control,0.6279242634773254,N-0048
6950,S-0069,Citizen Cloud,0.6277974843978882,N-0048
